incentive_id,incentive_title,company_id,company_name,ranking_position,match_score,deterministic_score,reasons
9ad870a2-34ea-4531-ad2e-f7c661cd60c1,Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato,034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",4,0.6499999999999999,-2.0,CAE code ['16230'] NÃO é elegível; Atividade de fabricação de mobiliário pode apoiar comunidades piscatórias
9ad870a2-34ea-4531-ad2e-f7c661cd60c1,Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato,6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",5,0.6,-2.0,"Atividade de confeção não está diretamente alinhada, mas pode contribuir para a economia local; Região Centro é relevante para o incentivo"
8b6e6b66-df25-485e-a20e-d30e082887de,SACCCT - Proteção da propriedade intelectual e industrial,034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",1,0.6499999999999999,30.0,CAE code ['16230'] NÃO é elegível; Setor de fabricação de mobiliário é relevante para I&I; Tamanho pequeno é aceitável
8b6e6b66-df25-485e-a20e-d30e082887de,SACCCT - Proteção da propriedade intelectual e industrial,096ec6f2-c03b-451a-a0a6-7aef4e361a2b,"ABSOLUTPARADOX, UNIPESSOAL, LDA",2,0.1,30.0,CAE code ['68100'] NÃO é elegível; Setor de compra e venda de imóveis não se alinha com I&D; Tamanho micro é aceitável
8b6e6b66-df25-485e-a20e-d30e082887de,SACCCT - Proteção da propriedade intelectual e industrial,15370b5a-f24c-43f1-a935-bef3429e8961,"TORRES & SILVA, LDA",3,0.1,30.0,CAE code ['56101'] NÃO é elegível; Setor de restaurantes não se alinha com I&D; Tamanho pequeno é aceitável
8b6e6b66-df25-485e-a20e-d30e082887de,SACCCT - Proteção da propriedade intelectual e industrial,5e595731-b419-4f0c-b02c-980df77c7d26,"CENTRO DESPORTIVO SQUASH DE VILAMOURA, LDA",4,0.1,30.0,CAE code ['55900'] NÃO é elegível; Setor de turismo não se alinha com I&D; Tamanho pequeno é aceitável
8b6e6b66-df25-485e-a20e-d30e082887de,SACCCT - Proteção da propriedade intelectual e industrial,6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",5,0.1,30.0,"CAE code ['14101', '14102'] NÃO é elegível; Setor de confecção não se alinha com I&D; Tamanho pequeno é aceitável"
b6be9c22-e3be-402c-9b6e-1d5db72c7d10,Sistemas de Informação do PT2030 (2026-2028),5e56081a-1e10-448d-b185-be5184a10242,"PRO SENA - EMPRESA PROMOTORA DE SERVIÇOS DE ENSINO, S.A.",1,0.85,25.5,Setor de Tecnologia da Informação é relevante.; Tamanho médio é aceitável para o incentivo.
b6be9c22-e3be-402c-9b6e-1d5db72c7d10,Sistemas de Informação do PT2030 (2026-2028),030ded51-5550-4740-8f53-6f5045e2091e,"OLICOF - CONSTRUCÕES, LDA",2,0.75,-2.0,"Setor de construção é relevante, embora não esteja diretamente alinhado.; Tamanho médio é aceitável."
b6be9c22-e3be-402c-9b6e-1d5db72c7d10,Sistemas de Informação do PT2030 (2026-2028),c8ee5cfc-820d-4df0-a4bb-28e12edadf29,"TAXIGÁS - COMÉRCIO E DISTRIBUIÇÃO DE GÁS, LDA",3,0.65,-2.0,Setor de comércio de combustíveis não é diretamente relevante.; Tamanho médio é aceitável.
b6be9c22-e3be-402c-9b6e-1d5db72c7d10,Sistemas de Informação do PT2030 (2026-2028),034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",4,0.6499999999999999,-2.0,CAE code ['16230'] NÃO é elegível; Atividade de fabricação de mobiliário de madeira é relevante para o incentivo.
b6be9c22-e3be-402c-9b6e-1d5db72c7d10,Sistemas de Informação do PT2030 (2026-2028),6c972d68-697a-49d6-8a03-0c7909e9b875,"NUNO LUÍS COSTA SOUSA, SOCIEDADE UNIPESSOAL, LDA",5,0.55,-2.0,"Atividade de canalizações não é relevante para o incentivo.; Tamanho micro é aceitável, mas não é ideal."
